Start Time,Duration,Run ID,Name,Source Type,Source Name,Status,algorithm,leaf_size,metric,metric_params,model_type,n_jobs,n_neighbors,p,sample_frac,split,weights,Accuracy,Best_CV_score,training_accuracy_score,training_f1_score,training_log_loss,training_precision_score,training_recall_score,training_roc_auc,training_score,estimator_name,estimator_class
2026-05-03 02:28:19,1.9h,625e4524df724e55ae32c465e7dd69c2,Experiment 1 - Optuna KNN,LOCAL,Classification_Experiment_1_KNeighborsClassifier.py,FINISHED,auto,30,minkowski,None,KNeighborsClassifier,None,5,2,0.05,time-based year<2021,uniform,0.9471852703289926,0.9668929890304498,0.9768351577906379,0.976230327798796,0.047282472748221206,0.9760248499488502,0.9768351577906379,0.9940259601591604,0.9768351577906379,KNeighborsClassifier,sklearn.neighbors._classification.KNeighborsClassifier
