run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.silhouette_k2,metrics.best_silhouette_score,metrics.silhouette_k3,params.k_values_tried,params.best_k,params.pca_components,params.sample_frac,tags.mlflow.source.name,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.user,tags.mlflow.source.git.commit
adfdb4e3e31c482b975b96db18660b16,8,FINISHED,file:///C:/University/6th Semester/LDA/Project/mlruns/8/adfdb4e3e31c482b975b96db18660b16/artifacts,2026-05-30 22:40:53.061000+00:00,2026-05-30 22:40:53.282000+00:00,0.13637037575244904,0.13637037575244904,0.11504561454057693,"2,3",2,11,0.001,C:\University\6th Semester\LDA\Project\Unsupervised_Experiment_KMeans.py,Experiment - KMeans,LOCAL,Lenovo,21f4d8e5c7b4ec1e6418ae86a36eee534adf1055
5caebe8428e74a48be1d71bbeddb536f,8,FINISHED,file:///C:/University/6th Semester/LDA/Project/mlruns/8/5caebe8428e74a48be1d71bbeddb536f/artifacts,2026-05-30 19:46:14.364000+00:00,2026-05-30 19:46:16.967000+00:00,0.13637037575244904,0.13637037575244904,0.11504561454057693,"2,3",2,11,0.001,C:\University\6th Semester\LDA\Project\Unsupervised_Experiment_2_KMeans.py,Experiment 1 - KMeans,LOCAL,Lenovo,5d8edc7ffe0204e15a754b75a3779d4e9674174f
