"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","alpha","copy_X","fit_intercept","max_iter","positive","precompute","random_state","region_encoding","sample_frac","scaler","selection","target","test_size","tol","warm_start","R2","R2_train","RMSE","RMSE_train","nonzero_coefs","training_mean_absolute_error","training_mean_squared_error","training_r2_score","training_root_mean_squared_error","training_score","zero_coefs","estimator_name","estimator_class"
"2026-05-24 17:54:19","2.7s","f58c3cd38ae8450eb83becd23a8ceb58","Lasso - alpha=10.0","LOCAL","Regression_Experiment_9_Lasso.py","acaro","FINISHED","10.0","True","True","10000","False","False","42","target_encoding","0.2","StandardScaler","cyclic","log1p(streams)","year < 2021 / year >= 2021","0.0001","False","'-0.004246354103088379","0","1.3611060772800567","1.38058119241989","0","1.0297105312347412","1.9060044288635254","0","1.38058119241989","0","16","Lasso","sklearn.linear_model._coordinate_descent.Lasso"
"2026-05-24 17:53:33","45.5s","3216b5cfb57149aca052a77d908ec39b","Lasso - alpha=1.0","LOCAL","Regression_Experiment_9_Lasso.py","acaro","FINISHED","1.0","True","True","10000","False","False","42","target_encoding","0.2","StandardScaler","cyclic","log1p(streams)","year < 2021 / year >= 2021","0.0001","False","0.11668539047241211","0.12452554702758789","1.2765256729323526","1.2917655578822196","1","0.9618946313858032","1.6686582565307617","0.12452554702758789","1.2917655578822196","0.12452554702758789","15","Lasso","sklearn.linear_model._coordinate_descent.Lasso"
"2026-05-24 17:53:29","3.6s","d5e6766bb3b845d5977d01bb417c1823","Lasso - alpha=0.1","LOCAL","Regression_Experiment_9_Lasso.py","acaro","FINISHED","0.1","True","True","10000","False","False","42","target_encoding","0.2","StandardScaler","cyclic","log1p(streams)","year < 2021 / year >= 2021","0.0001","False","0.6549849510192871","0.7057470679283142","0.7977942232518115","0.7488974573457687","4","0.5690164566040039","0.5608474016189575","0.7057470679283142","0.7488974573457687","0.7057470679283142","12","Lasso","sklearn.linear_model._coordinate_descent.Lasso"
"2026-05-24 17:53:24","5.7s","a3ea267cad6740fda137c86e92a56cb0","Lasso - alpha=0.01","LOCAL","Regression_Experiment_9_Lasso.py","acaro","FINISHED","0.01","True","True","10000","False","False","42","target_encoding","0.2","StandardScaler","cyclic","log1p(streams)","year < 2021 / year >= 2021","0.0001","False","0.6662470102310181","0.7279151082038879","0.7846652341271576","0.7201354315991632","8","0.5142017602920532","0.5185950398445129","0.7279151082038879","0.7201354315991632","0.7279151082038879","8","Lasso","sklearn.linear_model._coordinate_descent.Lasso"
"2026-05-24 17:52:50","33.4s","7246edde55474e6cbc5f3b714af9954d","Lasso - alpha=0.001","LOCAL","Regression_Experiment_9_Lasso.py","acaro","FINISHED","0.001","True","True","10000","False","False","42","target_encoding","0.2","StandardScaler","cyclic","log1p(streams)","year < 2021 / year >= 2021","0.0001","False","0.6638113856315613","0.7284942865371704","0.7875231845409856","0.7193685855132074","13","0.5106971859931946","0.5174911618232727","0.7284942865371704","0.7193685855132074","0.7284942865371704","3","Lasso","sklearn.linear_model._coordinate_descent.Lasso"
"2026-05-24 17:45:25","7.4min","684493f80b2e4745962864493e3a21b1","Lasso - alpha=0.0001","LOCAL","Regression_Experiment_9_Lasso.py","acaro","FINISHED","0.0001","True","True","10000","False","False","42","target_encoding","0.2","StandardScaler","cyclic","log1p(streams)","year < 2021 / year >= 2021","0.0001","False","0.6635138988494873","0.7285260558128357","0.7878714911388642","0.7193264515500151","14","0.5103693008422852","0.5174305438995361","0.7285260558128357","0.7193264515500151","0.7285260558128357","2","Lasso","sklearn.linear_model._coordinate_descent.Lasso"
