"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","copy_X","fit_intercept","n_jobs","positive","region_encoding","scaler","target","test_size","tol","R2","RMSE","training_mean_absolute_error","training_mean_squared_error","training_r2_score","training_root_mean_squared_error","training_score","estimator_name","estimator_class"
"2026-05-02 22:28:53","18.7s","b65e1bd7eedb4f9a9632affd7b24a278","LinearRegression - Baseline","LOCAL","E:\GAG\DAL\Project\Music_Recommendations\Regression_Experiment_1_LinearRegression.py","ggv","FINISHED","True","True","None","False","target_encoding","StandardScaler","log1p(streams)","year < 2021 / year >= 2021","1e-06","0.6645846962928772","0.7870183470840121","0.5109866857528687","0.5187953114509583","0.7279709577560425","0.7202744695259983","0.7279709577560425","LinearRegression","sklearn.linear_model._base.LinearRegression"
