"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","explained_var","model","n_components","n_features","n_features_orig","sample_frac","svd_applied","Accuracy","F1","ROC_AUC","fit_time_seconds"
"2026-05-30 13:57:17","1.7min","f4f60f611f794585b8893203d0cf4797","RandomForest - With SVD (10 components)","LOCAL","SVD_Experiment.py","acaro","FINISHED","0.9125","RandomForest","10","","16","0.05","True","0.9435617264049118","0.5138993691708672","0.9061908906072169","98.74033284187317"
"2026-05-30 13:55:44","1.5min","9d0121ffd4c64d7eb1890378b34f41f9","RandomForest - Without SVD","LOCAL","SVD_Experiment.py","acaro","FINISHED","","RandomForest","","16","","0.05","False","0.9424858772901218","0.47360318173070753","0.9553559214743779","88.72680592536926"
"2026-05-30 13:55:11","33.7s","5c4fad82f9424784adc9d62a90bd192a","DecisionTree - With SVD (10 components)","LOCAL","SVD_Experiment.py","acaro","FINISHED","0.9125","DecisionTree","10","","16","0.05","True","0.9424052762163754","0.537524270478656","0.8907439552681798","33.011749029159546"
"2026-05-30 13:54:55","16.1s","673a228d7f93498b9f7b105eaf52d405","DecisionTree - Without SVD","LOCAL","SVD_Experiment.py","acaro","FINISHED","","DecisionTree","","16","","0.05","False","0.940197507674624","0.6056432417442748","0.9016011764074147","15.73375678062439"
"2026-05-30 13:54:51","3.3s","2a7d315f38aa48cb9659b7a0b9c44dca","LogisticRegression - With SVD (10 components)","LOCAL","SVD_Experiment.py","acaro","FINISHED","0.9125","LogisticRegression","10","","16","0.05","True","0.9403972581617348","0.5167907267458378","0.9318304882160225","2.7964510917663574"
"2026-05-30 13:54:47","4.6s","de1749be4fe9445f905fee50f2e08eb8","LogisticRegression - Without SVD","LOCAL","SVD_Experiment.py","acaro","FINISHED","","LogisticRegression","","16","","0.05","False","0.9396858660760594","0.5258024521283924","0.9469807817357427","3.989733934402466"
