run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.n_components_95,metrics.variance_pc1,metrics.variance_pc4,metrics.variance_pc9,metrics.variance_pc7,metrics.variance_pc2,metrics.variance_pc5,metrics.total_variance_explained,metrics.variance_pc6,metrics.variance_pc10,metrics.variance_pc8,metrics.variance_pc3,metrics.variance_pc11,params.sample_frac,params.n_components,params.variance_threshold,params.original_features,tags.mlflow.user,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.mlflow.source.name,tags.mlflow.source.type
f15db96ad559440e8ec3767ce6c8f68d,7,FINISHED,file:///C:/University/6th Semester/LDA/Project/mlruns/7/f15db96ad559440e8ec3767ce6c8f68d/artifacts,2026-05-30 22:22:12.550000+00:00,2026-05-30 22:22:27.238000+00:00,11.0,0.13300426304340363,0.10853230208158493,0.061982642859220505,0.07273976504802704,0.11616842448711395,0.10449615865945816,0.9573485255241394,0.08842964470386505,0.051965851336717606,0.062477342784404755,0.1130196675658226,0.04453248903155327,0.05,11,0.95,16,Lenovo,Experiment - PCA,5d21c04dff4f3af061b7694b33044cf171e7a02e,C:\University\6th Semester\LDA\Project\Unsupervised_Experiment_PCA.py,LOCAL
6b08285c5d264cf18c88d6c300cbfe99,7,FINISHED,file:///C:/University/6th Semester/LDA/Project/mlruns/7/6b08285c5d264cf18c88d6c300cbfe99/artifacts,2026-05-30 18:59:19.148000+00:00,2026-05-30 18:59:19.934000+00:00,11.0,0.13300426304340363,0.10853230208158493,0.061982642859220505,0.07273976504802704,0.11616842448711395,0.10449615865945816,0.9573485255241394,0.08842964470386505,0.051965851336717606,0.062477342784404755,0.1130196675658226,0.04453248903155327,0.05,11,0.95,16,Lenovo,Experiment 1 - PCA,5d8edc7ffe0204e15a754b75a3779d4e9674174f,C:\University\6th Semester\LDA\Project\Unsupervised_Experiment_1_PCA.py,LOCAL
