"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","activation","alpha","batch_size","beta_1","beta_2","early_stopping","epsilon","hidden_layer_sizes","learning_rate","learning_rate_init","max_fun","max_iter","model","momentum","n_iter_no_change","nesterovs_momentum","power_t","random_state","shuffle","solver","split","tol","validation_fraction","verbose","warm_start","test_accuracy","train_accuracy","training_accuracy_score","training_f1_score","training_log_loss","training_precision_score","training_recall_score","training_roc_auc","training_score","estimator_name","estimator_class"
"2026-05-03 02:04:07","3.7min","a29c330f030f4967b93371fa9293d60e","MLP - tanh activation","LOCAL","E:\GAG\DAL\Project\Music_Recommendations\Classification_Experiment_2_MLPClassifier.py","ggv","FINISHED","tanh","0.0001","auto","0.9","0.999","False","1e-08","(100,)","constant","0.001","15000","50","MLPClassifier","0.9","10","True","0.5","42","True","adam","time-based year<2021","0.0001","0.1","False","False","0.9561074683311593","0.9761660988670234","0.9761660988670234","0.9763016916512023","0.04991877426502701","0.9764568403434861","0.9761660988670234","0.9938921248523861","0.9761660988670234","MLPClassifier","sklearn.neural_network._multilayer_perceptron.MLPClassifier"
"2026-05-03 01:47:46","16.4min","4b52baa3e29d48e4911a2bc92d05459b","MLP - deeper network","LOCAL","E:\GAG\DAL\Project\Music_Recommendations\Classification_Experiment_2_MLPClassifier.py","ggv","FINISHED","relu","0.0001","auto","0.9","0.999","False","1e-08","(100, 50)","constant","0.001","15000","50","MLPClassifier","0.9","10","True","0.5","42","True","adam","time-based year<2021","0.0001","0.1","False","False","0.9567430337304887","0.9783022505587178","0.9783022505587178","0.9785591062381114","0.04533354172549413","0.9789026900204243","0.9783022505587178","0.9949330174982334","0.9783022505587178","MLPClassifier","sklearn.neural_network._multilayer_perceptron.MLPClassifier"
"2026-05-03 01:41:28","6.3min","d9e97f275db8460091446a928c2b3fb0","MLP - baseline","LOCAL","E:\GAG\DAL\Project\Music_Recommendations\Classification_Experiment_2_MLPClassifier.py","ggv","FINISHED","relu","0.0001","auto","0.9","0.999","False","1e-08","(100,)","constant","0.001","15000","50","MLPClassifier","0.9","10","True","0.5","42","True","adam","time-based year<2021","0.0001","0.1","False","False","0.956606465958732","0.9760370794100096","0.9760370794100096","0.9764296755965025","0.05057569048345391","0.9769865988815637","0.9760370794100096","0.993708885404309","0.9760370794100096","MLPClassifier","sklearn.neural_network._multilayer_perceptron.MLPClassifier"
